ad_url;price;size_room;size_wg;area;street_address;full_address;lat_lng
"<a href=""/wg-zimmer-in-Berlin-Gesundbrunnen.7611694.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/46/d73e7c3d35060f09a919fc1e499306d0864513fae93ab616096911872097ae90_157426662530330335483.small.JPEG);""></a>";500;24.0;2;Gesundbrunnen;Uferstrasse5;Uferstrasse5 Gesundbrunnen Berlin;(53.5698151, 10.0365593)
"<a href=""/wg-zimmer-in-Berlin-Berlin.8388868.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/329ad325bbf6a76f2246665ec2eb1f90c4bfacd6e8d7fdb03207bf7f517020f7_IMG_5216.small.jpg);""></a>";400;10.0;6;;Goerzallee;Goerzallee  Berlin;(52.4192078, 13.2922173)
"<a href=""/wg-zimmer-in-Berlin-Spandau.8232189.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/35/57c40a7ea2f62178548f4e8fc853dad1dac073315a0b73811e93f26e82a226ec_159923879464764776632.small.JPEG);""></a>";350;20.0;6;Spandau;Maulbeerallee;Maulbeerallee Spandau Berlin;(52.5239755, 13.1680204)
"<a href=""/wg-zimmer-in-Berlin-Spandau.6794318.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/35/2ef43263f9b033656564230305e165ac49ac60e0005ef8c3487d258dfe2dd4ab_159925331719819929344.small.JPEG);""></a>";300;18.0;5;Spandau;Bolteweg;Bolteweg Spandau Berlin;(52.525648, 13.1627763)
"<a href=""/wg-zimmer-in-Berlin-Kreuzberg.6786599.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2018/27/6168d7b167865990_kueche.small.jpeg);""></a>";430;12.0;4;Kreuzberg;AnhalterBahnhof;AnhalterBahnhof Kreuzberg Berlin;(None, None)
"<a href=""/wg-zimmer-in-Berlin-Prenzlauer-Berg.8389365.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/9a279632c29701cc388e5dcdb0e8097a2e703777701fe15750269e4e35573e7e_127029210_729433731334159_4815406580718803452_n.small.jpg);""></a>";400;20.0;2;PrenzlauerBerg;StrelitzerStr;StrelitzerStr PrenzlauerBerg Berlin;(52.536381, 13.3942845)
"<a href=""/wg-zimmer-in-Berlin-Mitte.8389338.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/d979ee1f2e839c7368916a059c25e0b50d1a32531099fd1bf7557302ce4e24a8_160605783870770721989.small.JPEG);""></a>";275;20.0;2;Mitte;Gipsstrasse;Gipsstrasse Mitte Berlin;(52.5267061, 13.4014176)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain.7144374.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/05/0be6b62b83eaa0640e5937169ecd38f43b5a30c8ef2c74a3c1d5fe76aa43dd0e_IMG_7357.small.jpg);""></a>";680;27.0;2;Friedrichshain;BoxhagenerStrasse121;BoxhagenerStrasse121 Friedrichshain Berlin;(52.5140751, 13.4544742)
"<a href=""/wg-zimmer-in-Berlin-Prenzlauer-Berg.6312287.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2017/35/e613872763122870_img_9338.small.jpg);""></a>";400;12.0;2;PrenzlauerBerg;UeckermuenderStr.;UeckermuenderStr. PrenzlauerBerg Berlin;(52.55281420000001, 13.4012549)
"<a href=""/wg-zimmer-in-Berlin-Tiergarten.7800476.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/03/83cff65f06bd80955b52fe116461136154e324dfca532fda5c2d5d9a3e760429_IMG_20200123_WA0006.small.jpg);""></a>";550;22.0;3;Tiergarten;Dennewitzstrasse05;Dennewitzstrasse05 Tiergarten Berlin;(None, None)
"<a href=""/wg-zimmer-in-Berlin-Charlottenburg-Wilmersdorf.8388384.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/c19a3a29d937358838c3ef48643d6c6798bd1437bef77dab164ee0a00b821a6a_IMG_4382.small.JPG);""></a>";480;15.0;3;Charlottenburg-Wilmersdorf;SpandauerDamm;SpandauerDamm Charlottenburg-Wilmersdorf Berlin;(52.5196581, 13.2718062)
"<a href=""/wg-zimmer-in-Berlin-Prenzlauer-Berg.8389132.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/a2ed91a664ea833a878cb9ff2bfb78cb6a07c9dc9e4bfc8ab1dbcc6917206e86_dein_Zimmer_1.small.jpeg);""></a>";280;12.0;3;PrenzlauerBerg;DanzigerStrasse130,Berlin;DanzigerStrasse130,Berlin PrenzlauerBerg Berlin;(52.53494999999999, 13.43406)
"<a href=""/wg-zimmer-in-Berlin-Schoeneberg.7286150.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/18/131b12af63d8854226313bd797de939b42b597e3b5d592e4da8a4925ccc16cfd_20190504_170929.small.jpg);""></a>";480;20.0;2;Schoeneberg;feurigstr;feurigstr Schoeneberg Berlin;(52.4839035, 13.3550105)
"<a href=""/wg-zimmer-in-Berlin-Wilmersdorf.8389145.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/791daed359217077cf08e2ae6d34b80324b72422f445f3b6baa2ce2f4538357a_160605326260060071090.small.JPEG);""></a>";500;15.0;2;Wilmersdorf;Prinzregentenstr;Prinzregentenstr Wilmersdorf Berlin;(48.1416365, 11.5955827)
"<a href=""/wg-zimmer-in-Berlin-Kreuzberg.6649353.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/c1320a98d91fa2ebc51232213cfea0ed4a95658894ab1e2448a1650b99a2f2b0_checkpoint_charlie.small.jpg);""></a>";575;14.0;3;Kreuzberg;Hedemannstr.0;Hedemannstr.0 Kreuzberg Berlin;(52.5029208, 13.3878789)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.8371254.html"" style=""background-image: url(https://www.wg-gesucht.de/img/placeholder/dummy_small.png);""></a>";415;17.0;13;Neukoelln;Hermannstrasse;Hermannstrasse Neukoelln Berlin;(52.4743213, 13.4276562)
"<a href=""/wg-zimmer-in-Berlin-Moabit.8384347.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/0f7ab45e757635374250c0102a884c4ab584b63783f68ee9d94c76a1aa2f7c5d_Zimmer_1_2.small.jpg);""></a>";580;17.0;2;Moabit;Paulstr.;Paulstr. Moabit Berlin;(52.5206834, 13.3558595)
"<a href=""/wg-zimmer-in-Berlin-Moabit.8384347.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/0f7ab45e757635374250c0102a884c4ab584b63783f68ee9d94c76a1aa2f7c5d_Zimmer_1_2.small.jpg);""></a>";580;17.0;2;Moabit;Paulstr.;Paulstr. Moabit Berlin;(52.5206834, 13.3558595)
"<a href=""/wg-zimmer-in-Berlin-Britz.6943890.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2018/39/82e4fe565c1e7987632abcc067cdc3f5f95989f08b3df306b8aa9b6aa10becad_unnamed2.small.jpg);""></a>";200;32.0;2;Britz;blaschkoalle73;blaschkoalle73 Britz Berlin;(None, None)
"<a href=""/wg-zimmer-in-Berlin-Rudow.8307144.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/40/0525ba61e56c6bef81716bcfeb6f1f88fb657b605d4d1f1d2afd51c18b9b7df5_3b2af58b_4ed3_4478_aae7_cd0c47e58940.small.jpg);""></a>";400;13.0;5;Rudow;Zwerghuhnweg10;Zwerghuhnweg10 Rudow Berlin;(None, None)
"<a href=""/wg-zimmer-in-Berlin-Moabit.8389057.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/09579b804894c27e23038390b074215a181eaf74679d1df5ed9cfe695d7e9d07_WhatsApp_Image_2020_11_22_at_13.53.28__2_.small.jpeg);""></a>";497;24.0;4;Moabit;Putlitzstrasse18;Putlitzstrasse18 Moabit Berlin;(53.23773, 12.0556206)
"<a href=""/wg-zimmer-in-Berlin-Wedding.8384823.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/8a66679fc75ab743c31cadabbf87ab4c0ffb5d1b6a55efc98ad45d9cd7a222f5_IMG_0854.small.JPG);""></a>";530;18.0;2;Wedding;WriezenerStrasse;WriezenerStrasse Wedding Berlin;(52.5573773, 13.3890807)
"<a href=""/wg-zimmer-in-Berlin-Plaenterwald.8212207.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/ca4520ddf6588d34aeee9f66f0a62475ddbf00257b29730bdbc23969ca0072e5_PHOTO_2020_10_31_12_46_20.small.jpg);""></a>";710;38.0;4;Plaenterwald;Klingerstrasse2;Klingerstrasse2 Plaenterwald Berlin;(None, None)
"<a href=""/wg-zimmer-in-Berlin-Charlottenburg.4862659.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2015/06/bd1a8b6148626590_wc.sized.jpg);""></a>";585;23.0;2;Charlottenburg;Leibnizstr.;Leibnizstr. Charlottenburg Berlin;(52.5078159, 13.3141464)
"<a href=""/wg-zimmer-in-Berlin-Lichtenrade.8388981.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/7cc13179f31e58e7208a3ac5d6f2b2eabf2df4e19274c97b5d21bdbf766e6893_160604792012813139496.small.JPEG);""></a>";540;32.0;3;Lichtenrade;KronacherStrasse;KronacherStrasse Lichtenrade Berlin;(49.9148693, 10.8974548)
"<a href=""/wg-zimmer-in-Berlin-Mitte.7820315.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/04/4c204be9e2d3ac24ccbc5112c65527ce53d43d3c8db0edb25e4ce5e615e62def_Zimmer_1.small.jpg);""></a>";550;18.0;2;Mitte;Ifflandstr,4;Ifflandstr,4 Mitte Berlin;(53.55937669999999, 10.0234832)
"<a href=""/wg-zimmer-in-Berlin-Tempelhof.8004813.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/20/8bfbe2022cb855d4ae9fc69cc7c45c7e92d434499edbc7f81adc95eb28b8216a_159005977198898824397.small.JPEG);""></a>";350;12.0;3;Tempelhof;Manteuffelstrasse39;Manteuffelstrasse39 Tempelhof Berlin;(52.5000104, 13.4267138)
"<a href=""/wg-zimmer-in-Berlin-Schoeneberg.8375339.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/53243b6a27df87c79037b9bd593d10218548d233a3e19998b6398a1732471e58_room.small.jpg);""></a>";470;14.0;4;Schoeneberg;InnsbruckerStrasse;InnsbruckerStrasse Schoeneberg Berlin;(52.4838599, 13.3418361)
"<a href=""/wg-zimmer-in-Berlin-Kreuzberg.5951325.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/c0fa9c6b87104916f80c4d42c344a55413528284ffe1829a53a1aaf20fc6105a_IMG_20190410_113639.small.jpg);""></a>";420;13.0;3;Kreuzberg;GoerlitzerStr.;GoerlitzerStr. Kreuzberg Berlin;(52.4972641, 13.438342)
"<a href=""/wg-zimmer-in-Berlin-Steglitz.7687364.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/45/d4c42d28b9965bf2f2d57d78da5b66c95b71ed58b4ed8fe5f104534b3ea16ee7_B1465E7A_0AAC_4896_83BE_8DB17B37F005.small.jpeg);""></a>";600;20.0;3;Steglitz;Halskestr.5;Halskestr.5 Steglitz Berlin;(52.44791, 13.3442899)
"<a href=""/wg-zimmer-in-Berlin-Schoeneberg.8321705.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/0491fc152b64292f171432211431116f2ab3c26b319b6b716754e52e27424d88_IMG_7229.small.jpeg);""></a>";500;17.0;2;Schoeneberg;Steinmetzstrasse15a;Steinmetzstrasse15a Schoeneberg Berlin;(52.4963, 13.36314)
"<a href=""/wg-zimmer-in-Berlin-Kreuzberg.6122909.html"" style=""background-image: url(https://www.wg-gesucht.de/img/placeholder/dummy_small.png);""></a>";500;24.0;2;Kreuzberg;MuskauerStrasse;MuskauerStrasse Kreuzberg Berlin;(52.5021426, 13.4296867)
"<a href=""/wg-zimmer-in-Berlin-Prenzlauer-Berg.8382444.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/315633517bb1d1d5c066563fa7da011f7dd46c2514085f799a6b5cd53bbaab37_WhatsApp_Image_2020_11_17_at_22.29.56__1_.small.jpeg);""></a>";420;27.0;4;PrenzlauerBerg;SchoenhauserAllee;SchoenhauserAllee PrenzlauerBerg Berlin;(52.54156589999999, 13.4123322)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.8373049.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/b214fe12fd2f8ee319cc3ad9e96e521848c6c85fbc152076904945e066c833f9_125008011_207301054097979_7472108961321534851_o.small.jpg);""></a>";500;10.0;2;Neukoelln;Aronsstr.52;Aronsstr.52 Neukoelln Berlin;(52.4762789, 13.4642634)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.8251420.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/36/268599160254a5e8569d2dbd761fbc919134bb0d70c462669c7a2df313e4f411_Room.small.jpg);""></a>";360;17.0;2;Neukoelln;Niemetzstr.;Niemetzstr. Neukoelln Berlin;(52.4714749, 13.4517907)
"<a href=""/wg-zimmer-in-Berlin-Kreuzberg.8388852.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/27b1a2b9073dc2443a4125fa40cda7b6199366aafd29c2ccaca2060d1762365c_2.2.0.small.jpg);""></a>";375;10.0;6;Kreuzberg;Adalbertstr.19;Adalbertstr.19 Kreuzberg Berlin;(52.50230000000001, 13.420164)
"<a href=""/wg-zimmer-in-Berlin-Spandau.8387941.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/3ae0ca9670fb867418e97a5c08ff1248ca84c97a188c31676713a9afd983f0fd_20201121_165000.small.jpg);""></a>";1028;11.0;2;Spandau;Kisselnallee5;Kisselnallee5 Spandau Berlin;(None, None)
"<a href=""/wg-zimmer-in-Berlin-Weissensee.7372712.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/24/1c8e45257e766daaae0bce1ad92ce287aa6ade2ade7855e577ebf673876cae87_6.small.png);""></a>";390;20.0;2;Weissensee;Behaimstrasse19;Behaimstrasse19 Weissensee Berlin;(52.5164093, 13.303748)
"<a href=""/wg-zimmer-in-Berlin-Pankow.8388833.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/45c092e1b5bf60f42a16ed200578dbcc38f7660c2f91047f21f022fffb48561a_1.small.jpg);""></a>";500;17.0;2;Pankow;Alt-Karow;Alt-Karow Pankow Berlin;(52.60937029999999, 13.4815248)
"<a href=""/wg-zimmer-in-Berlin-Schoeneberg.8388821.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/c815fbaf6d20e79c1c0a572e0e6274af0010a8cea5f149134923b2aed6a3b41e_57820c4401b84c6b6f7971cd5d93bda2e90c20487d5a346e2dcbe91b45770ade_Bildschirmfoto_2019_11_30_um_15.14.53.large.small.jpg);""></a>";500;20.0;3;Schoeneberg;PotsdamerStr.115;PotsdamerStr.115 Schoeneberg Berlin;(52.4991121, 13.3629452)
"<a href=""/wg-zimmer-in-Berlin-Kreuzberg.8379045.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/f6adbf6ec509c5db9a96c0d2df7293771cd676b074c7e5410a6d40fa1d5b2fa1_160551625025725725082.small.JPEG);""></a>";575;15.0;6;Kreuzberg;Oranienstrasse;Oranienstrasse Kreuzberg Berlin;(52.5031748, 13.4124492)
"<a href=""/wg-zimmer-in-Berlin-Zehlendorf.5377119.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/288b9a62f9d6b87146fc670b40376920d4b592f1be869b769eb6f46c9b8b6bb1_DSC00068.small.JPG);""></a>";435;22.0;2;Zehlendorf;Koenigstr.29;Koenigstr.29 Zehlendorf Berlin;(None, None)
"<a href=""/wg-zimmer-in-Berlin-Wedding.8090645.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/26/bc41f5bab94058d9fd14288bf7415fd52a53e6ed07ee92dadc5a6c183615cd47_IMG_20190303_WA0004.small.jpg);""></a>";450;17.0;2;Wedding;Koloniestrasse;Koloniestrasse Wedding Berlin;(52.5605632, 13.3804002)
"<a href=""/wg-zimmer-in-Berlin-Berlin-Germany.8388769.html"" style=""background-image: url(https://www.wg-gesucht.de/img/placeholder/dummy_small.png);""></a>";600;40.0;2;Germany;SchoenhauserAllee21;SchoenhauserAllee21 Germany Berlin;(52.5333045, 13.4131263)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain.8382911.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/1fe6190d5625d206255de675afe478edc721c49f3a682ab7b0c398d1e1d2fa48_160569673776476419671.small.JPEG);""></a>";400;20.0;3;Friedrichshain;Comeniusplatz2;Comeniusplatz2 Friedrichshain Berlin;(52.51229259999999, 13.4475143)
"<a href=""/wg-zimmer-in-Berlin-Wedding.8136713.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/30/f75a99994ebbed5384f4790ba844d74b3a4a73827be31db35d07ee728d1cbaf4_116433101_344902969841349_8108528065609008008_n.small.jpg);""></a>";300;12.0;2;Wedding;Luederitzstrasse56;Luederitzstrasse56 Wedding Berlin;(-26.6420382, 15.1639082)
"<a href=""/wg-zimmer-in-Berlin-Berlin.8388728.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/62e2348597d71aa11df69f9a2f7284c7a03f6563384eab71c837838c25086484_CIMG3370klein.small.jpg);""></a>";450;35.0;10;;Uhlandstrasse,162;Uhlandstrasse,162  Berlin;(52.49955869999999, 13.3251522)
"<a href=""/wg-zimmer-in-Berlin-Prenzlauer-Berg.8278974.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/38/c6598befd8b0634be5b7ad23f989da02963cc80045e2bc3fcb098d57a3379c8d_160094595796796831805.small.JPEG);""></a>";490;15.0;3;PrenzlauerBerg;StorkowerStrasse85;StorkowerStrasse85 PrenzlauerBerg Berlin;(52.5378796, 13.4485883)
"<a href=""/wg-zimmer-in-Berlin-Furstenberg--Havel.8340475.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/42/e9352b86d905cc7cc309fb164a5e38eec40abab96409ba805b7cb914b4ae8412_16034863230606019346.small.JPEG);""></a>";235;13.0;4;Fuerstenberg/Havel;Bahnhofstr.31;Bahnhofstr.31 Fuerstenberg/Havel Berlin;(None, None)
"<a href=""/wg-zimmer-in-Berlin-Friedenau.8156756.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/43/226d436e3d7a59d80dbd425795e09ab612a5f7446cbf8887bdf238e0e2510112_160414976874074096907.small.JPEG);""></a>";565;20.0;3;Friedenau;Buesingstrasse;Buesingstrasse Friedenau Berlin;(52.3847871, 13.3995298)
"<a href=""/wg-zimmer-in-Berlin-Gatow.8384882.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/7759de1b9c74877e4eb70d8f72c5924a31e9236c31da90c82d1798770e1ba426_IMG_0484.small.jpg);""></a>";550;20.0;4;Gatow;Bardeyweg5;Bardeyweg5 Gatow Berlin;(None, None)
"<a href=""/wg-zimmer-in-Berlin-Kreuzberg.8341313.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/565b1d41467a4703580d1bc1375f0bbec15ae347df9f071051e3695c412dc68a_IMG_3824.small.JPG);""></a>";465;19.0;3;Kreuzberg;Fraenkelufer;Fraenkelufer Kreuzberg Berlin;(52.4955511, 13.4155312)
"<a href=""/wg-zimmer-in-Berlin-Prenzlauer-Berg.8388636.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/cd27624ba2af392b0b47e84f7c07691c099421289a691f32a975a519ae76e419_IMG_5908.small.JPG);""></a>";500;25.0;4;PrenzlauerBerg;PrenzlauerAllee195a;PrenzlauerAllee195a PrenzlauerBerg Berlin;(52.5394723, 13.4239147)
"<a href=""/wg-zimmer-in-Berlin-Charlottenburg.7689537.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/46/b09d95df4d80840fc55a56670f707b7432f0df706eb60cec0f2a934670bacbb6_Capture__2019_03_20_00_15_14_2.small.png);""></a>";550;23.0;2;Charlottenburg;Knesebeckstr,98;Knesebeckstr,98 Charlottenburg Berlin;(52.509902, 13.3233026)
"<a href=""/wg-zimmer-in-Berlin-Wilmersdorf.8388585.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/2fcea095b05c40b9f7d15ab01ada71a4cd9af21d4eb4f52c4a76e4b41443e34b_Zimmer.small.jpg);""></a>";500;18.0;2;Wilmersdorf;SaechsischeStrasse;SaechsischeStrasse Wilmersdorf Berlin;(52.4949433, 13.3178419)
"<a href=""/wg-zimmer-in-Berlin-Prenzlauer-Berg.3685877.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2015/09/d0c727b236858770_1306_sonne_6_uhr.sized.jpg);""></a>";590;25.0;4;PrenzlauerBerg;KorsoererStr.22;KorsoererStr.22 PrenzlauerBerg Berlin;(52.54761540000001, 13.4039455)
"<a href=""/wg-zimmer-in-Berlin-Treptow-Koepenick.8388598.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/af86bee6141e0342ad5760fecfb20da81ac8a5aef35fc2a2c6daaf8b32e7dbac_IMG_20201103_WA0018.small.jpg);""></a>";500;18.0;2;TreptowKoepenick;Wasserstr;Wasserstr TreptowKoepenick Berlin;(51.452971, 7.2004822)
"<a href=""/wg-zimmer-in-Berlin-Hellersdorf.8109554.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/27/485b012569d7be297d4fd3ad32f383496997494fbd51bad99a849feb009af553_IMG_20200711_WA0000.small.jpg);""></a>";437;20.0;2;Hellersdorf;Henny-Porten-Str.12;Henny-Porten-Str.12 Hellersdorf Berlin;(52.539092, 13.603869)
"<a href=""/wg-zimmer-in-Berlin-Mitte-Wedding.8388588.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/58101b519516c9a0809dfadb9eb3ffae95bf090ea43f91a1e885306ae6394e16_20201106_007_Leander_RP.small.jpg);""></a>";550;22.0;2;Mitte/Wedding;Gerichtstrsse15;Gerichtstrsse15 Mitte/Wedding Berlin;(51.4703269, -0.0615237)
"<a href=""/wg-zimmer-in-Berlin-Berlin.8358818.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/44/7c5658bed0324f409202a9c7996d1ccb8c7a739ff859f698ab72a07b37b711bb_IMG_20200926_192449.small.jpg);""></a>";350;17.0;3;;STWSewanstrasse219;STWSewanstrasse219  Berlin;(52.49635259999999, 13.5118588)
"<a href=""/wg-zimmer-in-Berlin-Altglienicke.8388548.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/c63b43706bd38c3979c9a9f38071be51dc4d0da82e93f90efc72a243bdb53bbd_IMG_20201016_122154.small.jpg);""></a>";385;16.0;2;Altglienicke;Venusstrasse;Venusstrasse Altglienicke Berlin;(47.4062954, 8.5432877)
"<a href=""/wg-zimmer-in-Berlin-Berlin.8362196.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/d0ec392bfcd6cea60d6a99635474478cafecffaf385933e63b2f75760ef55f0b_IMG_20201118_WA0001.small.jpg);""></a>";595;26.0;6;;BerlinerStrasse159;BerlinerStrasse159  Berlin;(52.4875456, 13.3338491)
"<a href=""/wg-zimmer-in-Berlin-Lichtenberg.7237291.html"" style=""background-image: url(https://www.wg-gesucht.de/img/placeholder/dummy_small.png);""></a>";250;15.0;2;Lichtenberg;Rosenfelderstr.14;Rosenfelderstr.14 Lichtenberg Berlin;(52.5098297, 13.5040336)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.5863787.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/27/eb2a329a78cafaf829c1487cfd2d4eb31b019953169f416d9ba7846ae362868e_IMG_20190706_WA0004.small.jpg);""></a>";420;17.0;3;Neukoelln;Sonnenallee;Sonnenallee Neukoelln Berlin;(52.4797236, 13.4446323)
"<a href=""/wg-zimmer-in-Berlin-Charlottenburg.8388449.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/8160eff99fe36fa6e75f211c807d6332bc897d3941bcaa50f876d7b2d14f58b9_160599480874174114729.small.JPEG);""></a>";650;19.0;2;Charlottenburg;Halensee;Halensee Charlottenburg Berlin;(52.4975299, 13.2928398)
"<a href=""/wg-zimmer-in-Berlin-Tempelhof.8331429.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/41/902d6f2aa3653c1ca50c2a6f78c60b2eafa3b2a7e7ccf82a9a2ba7be92432f06_160305260832532571253.small.JPEG);""></a>";500;23.0;3;Tempelhof;Manteuffelstrasse;Manteuffelstrasse Tempelhof Berlin;(52.5002517, 13.427221)
"<a href=""/wg-zimmer-in-Berlin-Steglitz-Zehlendorf.5961425.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2018/05/f7dcf967112d3daf9b103b83d931b70c35822b1001baf102413ab50d44a02442_IMG_4773.small.jpg);""></a>";390;10.0;2;Steglitz-Zehlendorf;FUNaehe,amU-BhfKrumme...;FUNaehe,amU-BhfKrumme... Steglitz-Zehlendorf Berlin;(None, None)
"<a href=""/wg-zimmer-in-Berlin-Kaulsdorf.8287693.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/77ce192b014ca062ef5a3a9a858057f0fd571b2b21477d4c5e7d27ce7db9f42b_63CE6511_72A1_4F22_BD56_C8559D1EEC9F.small.jpeg);""></a>";450;18.0;3;Kaulsdorf;Bausdorfstrasse6;Bausdorfstrasse6 Kaulsdorf Berlin;(52.5129871, 13.5914555)
"<a href=""/wg-zimmer-in-Berlin-Kreuzberg.7680014.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/28/ea74e8f920542869d96bb2a054a230356ea01a57878e621b6fbc298a5c06b92f_wg.small.jpg);""></a>";400;20.0;3;Kreuzberg;Kottbusserstr.17;Kottbusserstr.17 Kreuzberg Berlin;(52.4971213, 13.4197279)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain.8078442.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/25/43d9f134e5a28c932b19a4d2ebe7321df4bc8e1daafa735ee0d3a042445d18bb_IN2_p_uwwm_large.small.jpg);""></a>";800;26.0;2;Friedrichshain;LebuserStr.17;LebuserStr.17 Friedrichshain Berlin;(52.5185264, 13.4326101)
"<a href=""/wg-zimmer-in-Berlin-Halensee.8369383.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/c5f13cbfa6cff78c713a393e0825c536eb933bcbc24512c59e6202e84dd745a0_160495283539339327552.small.JPEG);""></a>";400;20.0;3;Halensee;Strasse;Strasse Halensee Berlin;(45.5660605, -73.6437887)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain.8387555.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/10dc1946657166f144c1727d865e8020e5ad2a296323287965b2275646575140_02428b7f_dbfa_4505_b139_1053a41179e4.small.JPEG);""></a>";734;12.0;2;Friedrichshain;Corinthstrasse,38;Corinthstrasse,38 Friedrichshain Berlin;(52.4998719, 13.46125)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.6178043.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2017/25/aa3a482f61780430_20170622_114220.small.jpg);""></a>";600;20.0;2;Neukoelln;Weigandufer6;Weigandufer6 Neukoelln Berlin;(52.48611469999999, 13.4412831)
